Name	Set	ImageFile	Cost	Element	Power	FirstCategory	SecondCategory	Type	Job	Effect	
Gudon	Opus_XIII	3-113R_eg.jpg	4	"WIND,EARTH"	9000	F	null	Forward	Member of the Orders	Brave[[br]]   Gudon cannot become dull by your opponent's Summons or abilities.[[br]]   Gudon can attack twice in the same turn.
Kunshira	Opus_XIII	3-114H_eg.jpg	2	"WIND,LIGHTNING"	9000	F	null	Forward	Warrior	"Haste[[br]]   If you control 4 or more Backups, Kunshira loses 3000 power.[[br]]   [[s]]Tempest Spellblade[[/]] {S}{WIND}{LIGHTNING}: Activate Kunshira. Until the end of the turn, all the Forwards opponent controls lose 4000 power and Kunshira gains First Strike and ""Kunshira can attack once more this turn."""
Golbez	Opus_XIII	3-115L_eg.jpg	5	"WIND,LIGHTNING"	9000	L	IV	Forward	Warlock	"[[ex]]EX BURST[[/]] When Golbez enters the field, you may search for 1 card of cost 2 and add it to your hand.[[br]]   [[i]]Damage 6 --[[/]] When Golbez enters the field, you may search for up to 3 cards of cost 2 and add them to your hand. Then, you may play any number of [[i]]Job Archfiend[[/]] from your hand onto the field."
Lightning	Opus_XIII	3-116C_eg.jpg	2	"WIND,LIGHTNING"	5000	X	null	Forward	Savior	"When Lightning enters the field, select 1 of the 2 following actions.[[br]]   ""Search for 1 [[i]]Card Name Odin[[/]] and add it to your hand.""[[br]]   ""Lightning gains Haste until the end of the turn."""
Wol	Opus_XIII	3-117R_eg.jpg	2	"EARTH,LIGHTNING"	7000	M	null	Forward	Warrior	"The [[i]]Category MOBIUS[[/]] Forwards other than Wol you control gain +2000 power.[[br]]   When Wol deals damage to your opponent, choose 1 [[i]]Category MOBIUS[[/]] Character in your Break Zone. Add it to your hand."
Sarah (MOBIUS)	Opus_XIII	3-118C_eg.jpg	2	"EARTH,WATER"	5000	M	null	Forward	Princess	"When Sarah (MOBIUS) enters the field, select 1 of the 2 following actions.[[br]]   ""Choose 1 Forward you control and 1 Forward opponent controls. Each Forward deals damage equal to its power to the other.""[[br]]   ""Draw 1 card."""
Sophie	Opus_XIII	3-119L_eg.jpg	2	"EARTH,WATER"	4000	M	null	Forward	Monk	"For each Earth Forward other than Sophie you control, Sophie gains +2000 power.[[br]]   For each Water Forward other than Sophie you control, Sophie gains +2000 power.[[br]]   At the end of each of your turns, if Sophie has 10000 power or more, draw 1 card and Sophie deals your opponent 1 point of damage."
Doga	Opus_XIII	3-120H_eg.jpg	6	"EARTH,WATER"	7000	I	null	Forward	Magus	"For every 3 Summons in your Break Zone, Doga gains +1000 power.[[br]]   When Doga enters the field, draw 1 card for each Summon you discarded to cast Doga.[[br]]   When Doga attacks, if you have 9 or more Summons in your Break Zone, you may cast 1 Summon from your hand without paying the cost."
Ramza	Opus_XIII	3-121R_eg.jpg	7	"LIGHTNING,WATER"	9000	D	FFT	Forward	Knight	"If you control 5 or more [[i]]Category FFT [[/]]Characters, the cost required to cast Ramza is reduced by 3.[[br]]   When Ramza enters the field, choose 2 Forwards opponent controls. Your opponent puts one of the chosen Forwards into the Break Zone and returns the other to its owner's hand."
Aldore Emperor	Opus_XIII	3-122H_eg.jpg	5	"LIGHTNING,FIRE"	9000	F	null	Forward	Emperor	"When Aldore Emperor enters the field, select 1 of the 3 following actions. If you have received 5 points of damage or more, select up to 2 of the 3 following actions instead.[[br]]   ""Choose 1 Forward. Deal it 7000 damage.""[[br]]   ""Choose 1 Forward of cost 3 or less. Break it.""[[br]]   ""Choose 1 active Forward. Deal it 8000 damage."""
Nine	Opus_XIII	3-123L_eg.jpg	6	"LIGHTNING,FIRE"	9000	T	null	Forward	Class Zero Cadet	"You can dull 1 active Fire [[i]]Job Class Zero Cadet [[/]]Forward and 1 active Lightning [[i]]Job Class Zero Cadet [[/]]Forward (instead of paying the CP cost) to cast Nine.[[br]]   When Nine enters the field or attacks, choose 1 Forward opponent controls. Until the end of the turn, it loses 2000 power for each [[i]]Job Class Zero Cadet[[/]] you control."
Noel	Opus_XIII	3-124C_eg.jpg	2	"LIGHTNING,FIRE"	5000	X	null	Forward	Shadow Hunter	"When Noel enters the field, select 1 of the 2 following actions.[[br]]   ""Choose 1 Forward other than Noel you control. Until the end of the turn, it gains +2000 power and Haste.""[[br]]   ""Choose up to 2 Forwards. Deal them 2000 damage and dull them."""
Yuzuki	Opus_XIII	3-125R_eg.jpg	3	"WATER,FIRE"	7000	T	null	Forward	Warrior	"If a Fire Forward you control is dealt damage by your opponent's abilities, the damage becomes 0 instead.[[br]]   If a Water Forward you control is dealt damage, reduce the damage by 2000 instead."
Ultimecia	Opus_XIII	3-126C_eg.jpg	2	"WATER,ICE"	5000	D	VIII	Forward	Witch	"When Ultimecia enters the field, select 1 of the 2 following actions.[[br]]   ""Your opponent discards 1 card from their hand.""[[br]]   ""Choose 1 Character you control. Return it to its owner's hand."""
Chime	Opus_XIII	3-127H_eg.jpg	4	"WATER,ICE"	8000	F	null	Forward	Minister	"When Chime enters the field, choose 2 Forwards opponent controls. Return the first Forward to its owner's hand, dull and Freeze the other."
Celestia	Opus_XIII	3-128L_eg.jpg	4	"WATER,ICE"	9000	T	null	Forward	Warrior	"The Water Characters you control cannot be broken by opposing Summons or abilities that don't deal damage.[[br]]   When an Ice Character you control is chosen by your opponent's Summons or abilities, choose up to 1 Character. Dull it and Freeze it."
Philia	Opus_XIII	3-129S_eg.jpg	8	FIRE	10000	X	null	Forward	Lightwarden	"If Philia is dealt damage by an ability, the damage becomes 0 instead.[[br]]When Philia enters the field, deal 10000 damage to all the Forwards. Philia deals you 1 point of damage."
Ran'jit	Opus_XIII	3-130S_eg.jpg	8	FIRE	8000	X	null	Forward	Captain	"The cost required to cast Ran'jit is reduced by 1 for each Backup you control.[[br]]When Ran'jit enters the field, choose 1 Forward opponent controls. Deal it 8000 damage."
Emet-Selch	Opus_XIII	3-131S_eg.jpg	3	ICE	7000	X	null	Forward	Ascian	"When Emet-Selch enters the field, you may pay {4}. If you do so, search for 1 Ice Backup of cost 4 or less and play it onto the field."
Titania	Opus_XIII	3-132S_eg.jpg	2	ICE	8000	X	null	Forward	Pixie King	"You can only cast Titania if you have a Forward, Backup, Monster and a Summon in your Break Zone (before paying the cost for Titania).[[br]]When Titania enters the field, choose up to 2 Characters opponent controls. Dull them and Freeze them."
The Crystal Exarch	Opus_XIII	3-133S_eg.jpg	3	EARTH	7000	X	null	Forward	Leader of the Crystarium	"At the beginning of the Attack Phase during each player's turn, choose 1 Forward. It gains +2000 power until the end of the turn.[[br]][[i]]Damage 5 --[[/]] The Crystal Exarch gains ""When The Crystal Exarch attacks, choose 1 Forward. If its power is less than The Crystal Exarch's power, break it.""[[br]]"
Y'shtola	Opus_XIII	3-134S_eg.jpg	6	EARTH	8000	X	null	Forward	Scion of the Seventh Dawn	"Y'shtola cannot be chosen by your opponent's Summons.[[br]]When Y'shtola enters the field, choose 1 Forward in your Break Zone. If its cost is equal to or less than the number of [[i]]Job Scion of the Seventh Dawn[[/]] you control, play it onto the field."
Urianger	Opus_XIII	3-135S_eg.jpg	2	LIGHTNING	5000	X	null	Forward	Scion of the Seventh Dawn	"[[ex]]EX BURST[[/]] When Urianger enters the field, reveal the top 2 cards of your deck. Add 1 [[i]]Category XIV [[/]]Character among them to your hand and return the other cards to the bottom of your deck in any order."
Thancred	Opus_XIII	3-136S_eg.jpg	4	LIGHTNING	8000	X	null	Forward	Scion of the Seventh Dawn	"When a [[i]]Job Scion of the Seventh Dawn [[/]]other than Thancred enters your field, until the end of the turn, Thancred gains +2000 power, Haste and Brave.[[br]][[s]]Blasting Zone [[/]]{S}{TAP}: Choose 1 Forward. Deal it damage equal to Thancred's power."
Innocence	Opus_XIII	3-137S_eg.jpg	4	LIGHT	9000	X	null	Forward	Lightwarden	"Brave[[br]]If you have a [[i]]Card Name Innocence[[/]] in your Break Zone, Innocence gains ""{FIRE}{TAP}: Choose 1 Forward. Deal it 10000 damage."" and ""{ICE}{TAP}: Your opponent discards 2 cards from their hand. You can only use this ability during your turn and only once per turn."""
The Oracle of Light	Opus_XIII	3-138S_eg.jpg	3	LIGHT	5000	X	null	Forward	Oracle of Light	"The [[i]]Job Scion of the Seventh Dawn[[/]] Forwards you control gain +2000 power.[[br]]When The Oracle of Light is put from the field into the Break Zone, you may remove The Oracle of Light from the game. When you do so, choose 1 [[i]]Job Scion of the Seventh Dawn[[/]] in your Break Zone. Play it onto the field dull."
Amalj'aa	Opus_XIV	4-001C_eg.jpg	2	FIRE	0	X	null	Backup	Standard Unit	"When a Fire [[i]]Job Primal[[/]] enters your field, activate Amalj'aa.[[br]]   {TAP}: Choose 1 Forward. Deal it 1000 damage. You can only use this ability if you control a Fire [[i]]Job Primal[[/]]."
Ifrita	Opus_XIV	4-002R_eg.jpg	5	FIRE	0	W	null	Summon		[[ex]]EX BURST[[/]] Choose 1 Forward. Deal it 7000 damage. Search for 1 [[i]]Card Name Ifrita[[/]] and add it to your hand.
Illua	Opus_XIV	4-003R_eg.jpg	1	FIRE	3000	F	null	Forward	Nightshade	"Haste[[br]]   When Illua attacks, you may dull any number of active Fire Backups you control. When you do so, choose 1 Forward. Deal it 3000 damage for each Backup you dulled due to this ability and Illua gains +3000 power for each Backup you dulled due to this ability until the end of the turn."
Warrior of Light	Opus_XIV	4-004C_eg.jpg	4	FIRE	8000	D	I	Forward	Warrior of Light	The[[i]] Job Standard Unit [[/]]Forwards you control gain +1000 power.[[br]]   [[i]]Damage 3[[/]] -- The [[i]]Job Standard Unit[[/]] Forwards you control gain +2000 power.
Oelde Leonis	Opus_XIV	4-005C_eg.jpg	5	FIRE	9000	F	null	Forward	King	"When Oelde Leonis is put from the field into the Break Zone, choose 1 [[i]]Job Standard Unit[[/]] in your Break Zone. Add it to your hand."
"Ifrit, Lord of the Inferno"	Opus_XIV	4-006R_eg.jpg	5	FIRE	8000	X	null	Forward	Primal	"[[ex]]EX BURST[[/]] When Ifrit, Lord of the Inferno enters the field, choose up to 2 Forwards opponent controls. Deal them 4000 damage.[[br]]   If your Summon or an ability of a Character you control deals damage to a Forward, the damage increases by 1000 instead."
Garland	Opus_XIV	4-007L_eg.jpg	4	FIRE	8000	I	null	Forward	Knight	"If Garland is dealt damage by a Summon or an ability, the damage becomes 0 instead.[[br]]   When a Backup is put from the field into the Break Zone, draw 1 card.[[br]]   [[s]]Flare[[/]] {S}{TAP}: Choose 1 Forward. Break it. Then, your opponent selects 1 Backup they control. Put it into the Break Zone."
Caius	Opus_XIV	4-008C_eg.jpg	2	FIRE	5000	X	null	Forward	Guardian of the Seeress	"When a Forward other than Caius you control is put from the field into the Break Zone, until the end of the turn, Caius gains +3000 power and Brave."
Gabranth	Opus_XIV	4-009R_eg.jpg	2	FIRE	0	D	XII	Backup	Judge	"[[i]]Damage 5 --[[/]] {TAP}, put Gabranth into the Break Zone: Choose 1 Forward. It gains ""This Forward cannot be broken."" until the end of the turn."
Gutsco	Opus_XIV	4-010H_eg.jpg	3	FIRE	7000	I	null	Forward	Thief	"When Gutsco enters the field or attacks, remove the top card of your deck from the game.[[br]]   When Gutsco leaves the field, add all the cards removed by Gutsco's ability to your hand."
"Susano, Lord of the Revel"	Opus_XIV	4-011H_eg.jpg	6	FIRE	8000	X	null	Forward	Primal	"Haste[[br]]   If a Forward damaged by Susano, Lord of the Revel is put from the field into the Break Zone on the same turn, remove it from the game instead.[[br]]   When Susano, Lord of the Revel enters the field, select 1 Backup you control. You may put it into the Break Zone. When you do so, deal 9000 damage to all the Forwards other than Susano, Lord of the Revel."
Kojin	Opus_XIV	4-012C_eg.jpg	4	FIRE	0	X	null	Backup	Standard Unit	"When Kojin enters the field, reveal the top 2 cards of your deck. Add 1 Fire card among them to your hand, and put the rest of the cards into the Break Zone.[[br]]   {TAP}, put Kojin into the Break Zone: Reveal the top 2 cards of your deck. Add 1 Fire card among them to your hand, and put the rest of the cards into the Break Zone."
Koboldroid Yang	Opus_XIV	4-013C_eg.jpg	2	FIRE	0	X	null	Monster	Zwerg Droid	"At the end of each of your turns, place 1 Monster Counter on Koboldroid Yang.[[br]]   Put Koboldroid Yang into the Break Zone: Choose 1 Forward. Deal it 2000 damage for each Monster Counter placed on Koboldroid Yang."
Samurai	Opus_XIV	4-014C_eg.jpg	3	FIRE	7000	F	null	Forward	Standard Unit	"Brave[[br]]   If you control 3 or more [[i]]Job Samurai[[/]] or [[i]]Card Name Samurai[[/]], Samurai gains +2000 power.[[br]]   When Samurai enters the field, choose 1 Forward opponent controls. If you have a total of 7 or more [[i]]Job Samurai[[/]] and/or [[i]]Card Name Samurai[[/]] in your Break Zone, deal it 9000 damage."
Zenos	Opus_XIV	4-015R_eg.jpg	5	FIRE	9000	D	XIV	Forward	General	"When Zenos enters the field, reveal the top 5 cards of your deck. Add up to 2 [[i]]Category XIV[[/]] Forwards among them to your hand, and put the rest of the cards into the Break Zone.[[br]]   When Zenos attacks, all the [[i]]Category XIV[[/]] Forwards you control gain Haste until the end of the turn."
Geomancer	Opus_XIV	4-016C_eg.jpg	2	FIRE	0	F	null	Backup	Standard Unit	"{FIRE}{TAP}: Choose 1 Forward. It gains ""This Forward cannot block."" until the end of the turn.[[br]]   {TAP}, put Geomancer into the Break Zone: Choose 1 Forward. It gains ""This Forward cannot block."" until the end of the turn."
Mom Bomb	Opus_XIV	4-017H_eg.jpg	2	FIRE	8000	I	null	Monster	Bomb	"If you control 3 or more Fire Backups, Mom Bomb also becomes a Forward with 8000 power.[[br]]   When Mom Bomb is put from the field into the Break Zone, deal 5000 damage to all the Forwards."
Maliris (IX)	Opus_XIV	4-018C_eg.jpg	4	FIRE	8000	I	null	Forward	Chaos	"When Maliris (IX) enters the field, you may discard 1 [[i]]Job Chaos[[/]]. When you do so, choose 1 Forward. Deal it 8000 damage."
Red XIII	Opus_XIV	4-019R_eg.jpg	2	FIRE	0	V	null	Backup	Warrior	"When Red XIII enters the field, you may pay {FIRE}. If you do so, play 1 Forward from your hand onto the field. If it leaves the field for any reason, remove it from the game instead. At the end of the turn, remove it from the game."
Ysayle	Opus_XIV	4-020R_eg.jpg	3	ICE	7000	X	null	Forward	Lady Iceheart	"{TAP}, put Ysayle into the Break Zone: Play 1 Ice Forward of cost 5 or less from your hand onto the field."
Valfodr	Opus_XIV	4-021H_eg.jpg	2	ICE	7000	X	null	Monster	Netherknight	"If you control 3 or more Ice Backups, Valfodr also becomes a Forward with 7000 power.[[br]]   When Valfodr is put from the field into the Break Zone, your opponent discards 1 card from their hand."
Kam'lanaut	Opus_XIV	4-022H_eg.jpg	4	ICE	8000	D	XI	Forward	Archduke	"When Kam'lanaut enters the field or attacks, choose 1 dull Forward opponent controls. Deal it 2000 damage for each Ice Backup you control.[[br]]   [[s]]Light Blade[[/]] {S}{ICE}{ICE}: Choose 1 Forward. Deal it 2000 damage for each Ice Character you control."
Gilgamesh (FFBE)	Opus_XIV	4-023L_eg.jpg	3	ICE	7000	F	null	Forward	Winged One	"If you have 3 or more different Elements among cards in your Break Zone, Gilgamesh (FFBE) gains +1000 power, Haste and First Strike, and if you have 7 or more, Gilgamesh (FFBE) also gains Brave and ""Gilgamesh (FFBE) can attack 3 times in the same turn.""[[br]]   When Gilgamesh (FFBE) attacks, choose 1 Character. If you have 5 or more different Elements among cards in your Break Zone, dull it and Freeze it."
Bard	Opus_XIV	4-024C_eg.jpg	2	ICE	0	F	null	Backup	Standard Unit	"{ICE}{TAP}, put Bard into the Break Zone: Choose 1 Forward. Dull it and Freeze it."
Kuja	Opus_XIV	4-025C_eg.jpg	5	ICE	9000	D	IX	Forward	Genome	"When Kuja is chosen by your opponent's Summons or abilities, choose up to 1 Forward opponent controls. Dull it."
Kefka	Opus_XIV	4-026R_eg.jpg	3	ICE	0	D	VI	Backup	Mage	"[[ex]]EX BURST [[/]]When Kefka enters the field, choose 1 Forward opponent controls. Dull it.[[br]]   {TAP}: Choose 1 Forward. Dull it and Freeze it. You can only use this ability if you control 5 or more Ice Backups."
The Emperor	Opus_XIV	4-027R_eg.jpg	2	ICE	5000	D	II	Forward	Emperor	"When The Emperor enters the field due to an ability, reveal the top card of your deck. If it is a Character, add it to your hand.[[br]]   Remove 15 Ice cards in the Break Zone from the game: Play The Emperor onto the field. You can only use this ability during your Main Phase and if The Emperor is in the Break Zone."
Goblin	Opus_XIV	4-028C_eg.jpg	1	ICE	0	I	null	Monster	Goblin	"At the end of each of your turns, place 1 Monster Counter on Goblin.[[br]]   Put Goblin into the Break Zone: Choose 1 dull Forward. Deal it 2000 damage for each Monster Counter placed on Goblin."
